Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Time period range
90366,Life expectancy at birth,,,E92000001,England,England,Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Second least deprived decile,2001 - 03,82.54,82.45,82.63,,,,,,,Better,Not compared,20010000,,,3y
90366,Life expectancy at birth,,,E92000001,England,England,Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Least deprived decile,2001 - 03,83.26,83.17,83.35,,,,,,,Better,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,,,2001 - 03,76.19791,76.16661,76.22922,,,,,,,Similar,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,LSOA11 deprivation deciles within area (IMD  trend),Most deprived decile,2001 - 03,70.77,70.66,70.87,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,LSOA11 deprivation deciles within area (IMD  trend),Second most deprived decile,2001 - 03,72.86,72.75,72.96,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,LSOA11 deprivation deciles within area (IMD  trend),Third more deprived decile,2001 - 03,74.24,74.14,74.34,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fourth more deprived decile,2001 - 03,75.52,75.42,75.62,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fifth more deprived decile,2001 - 03,76.43,76.33,76.52,,,,,,,Better,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fifth less deprived decile,2001 - 03,77.27,77.18,77.37,,,,,,,Better,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fourth less deprived decile,2001 - 03,77.96,77.86,78.05,,,,,,,Better,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,LSOA11 deprivation deciles within area (IMD  trend),Third less deprived decile,2001 - 03,78.28,78.19,78.37,,,,,,,Better,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,LSOA11 deprivation deciles within area (IMD  trend),Second least deprived decile,2001 - 03,78.95,78.86,79.04,,,,,,,Better,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E92000001,England,England,Male,All ages,LSOA11 deprivation deciles within area (IMD  trend),Least deprived decile,2001 - 03,79.86,79.77,79.96,,,,,,,Better,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E92000001,England,England,Female,All ages,,,2001 - 03,80.69957,80.67004,80.7291,,,,,,,Similar,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E92000001,England,England,Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Most deprived decile,2001 - 03,76.99,76.89,77.09,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E92000001,England,England,Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Second most deprived decile,2001 - 03,78.52,78.42,78.62,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E92000001,England,England,Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Third more deprived decile,2001 - 03,79.28,79.18,79.37,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E92000001,England,England,Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fourth more deprived decile,2001 - 03,80.25,80.16,80.35,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E92000001,England,England,Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fifth more deprived decile,2001 - 03,80.89,80.8,80.99,,,,,,,Better,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E92000001,England,England,Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fifth less deprived decile,2001 - 03,81.36,81.27,81.45,,,,,,,Better,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E92000001,England,England,Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fourth less deprived decile,2001 - 03,81.85,81.76,81.94,,,,,,,Better,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E92000001,England,England,Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Third less deprived decile,2001 - 03,82.03,81.95,82.12,,,,,,,Better,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E92000001,England,England,Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Second least deprived decile,2001 - 03,82.54,82.45,82.63,,,,,,,Better,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E92000001,England,England,Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Least deprived decile,2001 - 03,83.26,83.17,83.35,,,,,,,Better,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000001,Hartlepool,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,73.41968,72.68208,74.15728,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000002,Middlesbrough,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,73.68192,73.04696,74.31688,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000003,Redcar and Cleveland,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,75.12934,74.53686,75.72183,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000004,Stockton-on-Tees,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,75.2765,74.76269,75.79032,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000005,Darlington,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,74.79985,74.10336,75.49633,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000006,Halton,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,73.92212,73.2841,74.56014,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000007,Warrington,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,75.65222,75.16094,76.14351,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000008,Blackburn with Darwen,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,74.03893,73.43834,74.63953,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000009,Blackpool,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,72.01533,71.36921,72.66145,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000010,Kingston upon Hull,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,73.71431,73.26103,74.16759,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000011,East Riding of Yorkshire,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,77.17032,76.78944,77.55121,,,,,,,Better,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000012,North East Lincolnshire,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,74.57163,73.99449,75.14877,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000013,North Lincolnshire,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,75.48127,74.91874,76.0438,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000014,York,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,76.84243,76.33368,77.35118,,,,,,,Better,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000015,Derby,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,75.86277,75.40534,76.3202,,,,,,,Similar,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000016,Leicester,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,74.23544,73.81353,74.65735,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000017,Rutland,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,79.21433,78.12303,80.30562,,,,,,,Better,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000018,Nottingham,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,72.93541,72.47791,73.39291,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000019,Herefordshire,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,77.14583,76.61305,77.67862,,,,,,,Better,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000020,Telford and Wrekin,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,75.76899,75.19553,76.34244,,,,,,,Similar,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000021,Stoke-on-Trent,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,73.3342,72.86513,73.80327,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000022,Bath and North East Somerset,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,77.92327,77.37969,78.46685,,,,,,,Better,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000023,Bristol,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,75.27608,74.91726,75.63489,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000024,North Somerset,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,77.24253,76.72263,77.76242,,,,,,,Better,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000025,South Gloucestershire,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,78.61322,78.17794,79.04851,,,,,,,Better,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000026,Plymouth,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,75.69286,75.24885,76.13687,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000027,Torbay,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,76.36335,75.73335,76.99336,,,,,,,Similar,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000030,Swindon,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,76.36836,75.85153,76.88519,,,,,,,Similar,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000031,Peterborough,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,75.28135,74.72515,75.83756,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000032,Luton,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,75.14267,74.62948,75.65585,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000033,Southend-on-Sea,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,75.61952,75.05355,76.1855,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000034,Thurrock,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,75.64398,75.05944,76.22853,,,,,,,Similar,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000035,Medway,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,75.41158,74.96473,75.85843,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000036,Bracknell Forest,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,77.24197,76.52859,77.95534,,,,,,,Better,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000037,West Berkshire,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,77.81049,77.24466,78.37633,,,,,,,Better,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000038,Reading,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,75.77672,75.15912,76.39432,,,,,,,Similar,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000039,Slough,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,75.23685,74.52144,75.95225,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000040,Windsor and Maidenhead,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,77.43796,76.85471,78.0212,,,,,,,Better,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000041,Wokingham,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,78.89284,78.35154,79.43415,,,,,,,Better,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000042,Milton Keynes,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,76.39,75.89399,76.886,,,,,,,Similar,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000043,Brighton and Hove,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,75.07391,74.60536,75.54246,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000044,Portsmouth,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,75.22366,74.6929,75.75441,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000045,Southampton,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,75.83608,75.35276,76.31939,,,,,,,Similar,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000046,Isle of Wight,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,77.01078,76.40646,77.6151,,,,,,,Better,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000047,County Durham,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,74.90031,74.58933,75.21129,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000049,Cheshire East,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,76.83619,76.46948,77.20289,,,,,,,Better,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000050,Cheshire West and Chester,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,76.53633,76.14339,76.92926,,,,,,,Similar,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000051,Shropshire,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,76.90471,76.49424,77.31518,,,,,,,Better,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000052,Cornwall,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,77.2962,76.98515,77.60724,,,,,,,Better,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000054,Wiltshire,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,77.97599,77.65395,78.29803,,,,,,,Better,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000055,Bedford,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,76.92445,76.34675,77.50215,,,,,,,Better,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000056,Central Bedfordshire,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,77.08478,76.63589,77.53367,,,,,,,Better,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000057,Northumberland,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,75.90017,75.51258,76.28775,,,,,,,Similar,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000058,"Bournemouth, Christchurch and Poole",Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,77.2330178919679,,,,,,,Confidence intervals could not be calculated,,Not compared,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000059,Dorset,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,78.3581071785786,,,,,,,Confidence intervals could not be calculated,,Not compared,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000060,Buckinghamshire UA,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,78.02409,77.71109,78.33708,,,,,Value for Bucks County applied to Bucks UA,,Better,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000065,North Yorkshire UA,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,77.45807,77.17417,77.74198,,,,,Value for North Yorkshire Cty applied to North Yorkshire UA,,Better,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000066,Somerset UA,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,77.63929,77.33452,77.94405,,,,,Value for Somerset Cty applied to Somerset UA,,Better,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E08000001,Bolton,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,74.31515,73.87107,74.75924,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E08000002,Bury,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,75.51837,75.03095,76.00579,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E08000003,Manchester,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,71.725,71.36249,72.08752,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E08000004,Oldham,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,73.72081,73.23987,74.20176,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E08000005,Rochdale,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,73.83367,73.32503,74.34231,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E08000006,Salford,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,73.21531,72.74357,73.68705,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E08000007,Stockport,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,76.05351,75.64633,76.4607,,,,,,,Similar,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E08000008,Tameside,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,73.56529,73.07866,74.05193,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E08000009,Trafford,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,76.53658,76.05397,77.01918,,,,,,,Similar,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E08000010,Wigan,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,74.38161,73.98895,74.77427,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E08000011,Knowsley,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,73.39601,72.82523,73.96679,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E08000012,Liverpool,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,72.7284,72.39511,73.06168,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E08000013,St. Helens,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,74.31477,73.78715,74.84238,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E08000014,Sefton,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,75.09299,74.67627,75.5097,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E08000015,Wirral,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,75.20028,74.79947,75.60109,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E08000016,Barnsley,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,74.58406,74.11665,75.05146,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E08000017,Doncaster,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,75.03172,74.62235,75.4411,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E08000018,Rotherham,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,75.17527,74.73625,75.61428,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E08000019,Sheffield,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,75.69257,75.38025,76.00489,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E08000021,Newcastle upon Tyne,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,74.16492,73.7331,74.59675,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E08000022,North Tyneside,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,75.15887,74.66619,75.65155,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E08000023,South Tyneside,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,74.0113,73.44974,74.57286,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E08000024,Sunderland,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,74.05835,73.6597,74.457,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E08000025,Birmingham,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,73.82115,73.58304,74.05926,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E08000026,Coventry,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,75.47994,75.07018,75.88971,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E08000027,Dudley,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,75.64739,75.26289,76.03188,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E08000028,Sandwell,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,73.70346,73.28485,74.12208,,,,,,,Worse,Not compared,20010000,,,3y
90366,Life expectancy at birth,E92000001,England,E08000029,Solihull,Counties & UAs (from Apr 2023),Male,All ages,,,2001 - 03,77.53372,77.04249,78.02494,,,,,,,Better,Not compared,20010000,,,3y
